user_input,optimized_prompt,category,source
Tell me about simple songs.,Provide a comprehensive overview of what constitutes a 'simple song' in music. Include characteristics like common chord progressions (e.g.; I-IV-V); lyrical themes; instrumentation; and song structure (verse-chorus form). Give examples of well-known simple songs across different genres.,INFORMATIONAL,prompt_examples_dataset
Tell me about the water cycle.,Explain the water cycle in simple terms for a child. Include these stages: evaporation; condensation; precipitation; and collection. Define each stage and explain how they connect.,INFORMATIONAL,prompt_examples_dataset
Tell me about chaos theory.,You are an expert in complex systems and mathematical modeling. I need you to explain the underlying factors that influence the application of chaos theory in various fields. First; step back and explain the core principles of chaos theory in simple terms. Then; for each of the following fields (meteorology; finance; and biology); identify and explain at least three specific factors that determine whether chaos theory is a useful or necessary tool for understanding and predicting phenomena within that field. For each factor; explain how it relates to the core principles you previously described.,ANALYSIS_CRITIQUE,prompt_examples_dataset
Tell me about software development.,Explain the software development lifecycle (SDLC) in detail. Include each phase; its purpose; common activities performed; and potential challenges encountered. Provide examples for each phase to illustrate the concepts. Focus on the Waterfall; Agile; and DevOps methodologies; highlighting their differences and when each is most appropriate.,INFORMATIONAL,prompt_examples_dataset
What are some things we can do for environmental sustainability?,Imagine you are a sustainability consultant advising a large corporation. Using STEP_BACK_PROMPTING; first; explain the core principles of environmental sustainability in simple terms. Then; outline three specific; actionable strategies the corporation can implement to improve its environmental sustainability; detailing the potential impact and challenges of each strategy.,ANALYSIS_CRITIQUE,prompt_examples_dataset
Translate this into Spanish: 'Check engine oil level and top up if necessary. Inspect tires for wear and pressure. Examine brake pads for thickness.',You are a professional automotive translator fluent in both English and Spanish. Your task is to accurately translate the following automotive maintenance instructions from English to Spanish; ensuring the translation is clear; concise; and technically correct for a Spanish-speaking mechanic. Provide the translation only. Here are the instructions: 'Check engine oil level and top up if necessary. Inspect tires for wear and pressure. Examine brake pads for thickness.',TRANSLATION,prompt_examples_dataset
Tell me about soil science and its importance.,You are Professor Armitage; a renowned soil scientist with 30 years of experience. A local farmer; Mr. McGregor; is experiencing drastically reduced crop yields despite consistent irrigation and fertilization. Using a TREE_OF_THOUGHTS approach; outline the potential soil-related problems Mr. McGregor might be facing. Consider factors like soil composition; pH levels; nutrient availability (specifically nitrogen; phosphorus; and potassium); compaction; and potential contamination. For each potential problem; suggest a simple test Mr. McGregor could perform himself to gather preliminary data before consulting a professional soil testing lab. Finally; prioritize the most likely causes based on common agricultural practices and environmental factors.,CREATIVE_WRITING,prompt_examples_dataset
Tell me about supersymmetry.,First; what are the fundamental problems in particle physics that supersymmetry attempts to solve? Then; explain the core concepts of supersymmetry; including superpartners and the motivation for their existence. Next; describe the experimental evidence for and against supersymmetry; including results from the Large Hadron Collider. Finally; discuss the implications of supersymmetry for dark matter; grand unification; and string theory. Provide specific examples and cite relevant research papers.,ANALYSIS_CRITIQUE,prompt_examples_dataset
Tell me about data visualization.,You are an expert data scientist. Provide a comprehensive overview of data visualization techniques; including different chart types (bar charts; scatter plots; histograms; etc.); their use cases; and best practices for creating effective visualizations. Explain how to choose the right visualization for different types of data and analytical goals. Also; discuss common pitfalls to avoid when creating data visualizations. Focus on clarity; accuracy; and impact.,INFORMATIONAL,prompt_examples_dataset
What is content marketing?,Explain the content marketing process step-by-step; including:  1.  Goal Setting: Describe how to define specific; measurable; achievable; relevant; and time-bound (SMART) goals for content marketing campaigns. 2.  Audience Research: Detail the methods for identifying and understanding the target audience; including creating buyer personas. 3.  Content Ideation: Explain how to brainstorm and generate content ideas that align with the audience's needs and the business goals. 4.  Content Creation: Describe the process of creating various content formats (blog posts; videos; infographics; etc.); emphasizing quality and value. 5.  Distribution and Promotion: Outline the strategies for distributing content across different channels (social media; email; etc.) to reach the target audience. 6.  Measurement and Analysis: Explain how to track key metrics (website traffic; engagement; conversions) and analyze the results to optimize future content efforts.  Use a chain of thought approach to ensure each step logically follows the previous one; providing clear explanations and examples.,INSTRUCTIONAL,prompt_examples_dataset
Write about theoretical ecology.,Develop a comprehensive guide to theoretical ecology; suitable for advanced undergraduate or beginning graduate students. The guide should cover the following topics; explaining the underlying mathematical models and their ecological interpretations. Use a chain of thought approach; first defining the core concepts; then explaining the models; and finally discussing the limitations and extensions of each model:  1.  **Population Dynamics:**     *   Exponential growth model     *   Logistic growth model     *   Age-structured models (Leslie matrix)     *   Time-delay models  2.  **Community Ecology:**     *   Lotka-Volterra competition model     *   Predator-prey models (e.g.; Rosenzweig-MacArthur model)     *   Mutualism models     *   Food web theory (trophic cascades; keystone species)  3.  **Metapopulation and Spatial Ecology:**     *   Levins metapopulation model     *   Source-sink dynamics     *   Reaction-diffusion models  4.  **Ecosystem Ecology:**     *   Nutrient cycling models     *   Energy flow models  For each topic; provide:  *   A clear definition of the key concepts. *   The mathematical formulation of the model. *   Ecological interpretations of the model's parameters and predictions. *   Examples of real-world applications. *   Limitations of the model and potential extensions.  Conclude with a discussion of the major challenges and future directions in theoretical ecology.,INSTRUCTIONAL,prompt_examples_dataset
Explain the Internet of Things.,First; explain the basic components of the Internet of Things (IoT) in simple terms. Then; describe how these components interact with each other to enable IoT functionality. Finally; provide a real-world example of an IoT system and explain how it works; focusing on the data flow and decision-making processes. Use CONTEXTUAL_PROMPTING by assuming the reader has a basic understanding of networking concepts but is unfamiliar with IoT specifics. Use STEP_BACK_PROMPTING by first explaining the general concept of IoT before diving into specific components and examples.,INSTRUCTIONAL,prompt_examples_dataset
What are your thoughts on climate change?,Imagine you are a seasoned climate scientist addressing a skeptical town hall audience. Using STEP_BACK_PROMPTING; first; explain the fundamental physics behind the greenhouse effect in simple terms. Second; outline the primary sources of human-caused greenhouse gas emissions. Third; describe three specific; measurable impacts of climate change already being observed globally. Finally; address common counterarguments against climate action; providing evidence-based rebuttals. Conclude with a call to action; suggesting three concrete steps the community can take to reduce its carbon footprint.,ANALYSIS_CRITIQUE,prompt_examples_dataset
Tell me about virtual reality.,Explain the concept of virtual reality (VR) in detail. First; define what VR is. Then; describe the key components of a VR system; including hardware and software. After that; discuss the different types of VR; such as immersive; non-immersive; and augmented reality. Finally; provide examples of VR applications in various fields like gaming; education; and healthcare.,QUESTION_ANSWERING,prompt_examples_dataset
Tell me about exercise physiology.,Explain exercise physiology in detail; covering the following topics in a step-by-step manner:  1.  **Introduction:** Define exercise physiology and its importance. 2.  **Energy Systems:** Describe the three primary energy systems (ATP-PCr; Glycolytic; Oxidative) and how they contribute to exercise at different intensities and durations. Explain the concept of VO2 max. 3.  **Cardiovascular Responses:** Detail the acute and chronic cardiovascular adaptations to exercise; including changes in heart rate; stroke volume; cardiac output; blood pressure; and blood flow distribution. 4.  **Respiratory Responses:** Explain the acute and chronic respiratory adaptations to exercise; including changes in ventilation; tidal volume; breathing frequency; and gas exchange. 5.  **Muscular Adaptations:** Describe the structural and functional adaptations of skeletal muscle to different types of exercise (endurance vs. resistance training); including fiber type changes; hypertrophy; and changes in enzyme activity. 6.  **Hormonal Responses:** Discuss the role of key hormones (e.g.; epinephrine; norepinephrine; cortisol; growth hormone; insulin; glucagon) in regulating metabolism and physiological responses during exercise. 7.  **Environmental Considerations:** Explain how environmental factors (e.g.; heat; cold; altitude) affect exercise performance and physiological responses; and discuss strategies for acclimatization. 8.  **Training Principles:** Outline the key principles of exercise training (e.g.; overload; specificity; progression; reversibility) and how they can be applied to optimize training programs. 9.  **Conclusion:** Summarize the key concepts of exercise physiology and its relevance to health; fitness; and athletic performance.  For each topic; provide clear explanations; relevant examples; and; where appropriate; diagrams or illustrations to enhance understanding. Use a chain-of-thought approach to logically connect each concept and build a comprehensive overview of exercise physiology.,INSTRUCTIONAL,prompt_examples_dataset
Tell me about car maintenance.,Explain the nuances of automotive maintenance; focusing on the differences in maintenance schedules and procedures for gasoline; diesel; and electric vehicles. Include details about oil changes; filter replacements; brake maintenance; and battery care for each type of vehicle. Use a chain of thought approach to explain why each maintenance task is important for each vehicle type.,CONVERSATIONAL,prompt_examples_dataset
Tell me about advanced robotics.,You are a university professor specializing in robotics. Explain the field of advanced robotics in detail; covering topics such as:   *   **Advanced Robotic Systems:** Describe the key components and architectures of advanced robotic systems; including sensors; actuators; controllers; and software. *   **AI and Machine Learning in Robotics:** Explain how AI and machine learning are used in robotics for tasks such as perception; planning; and control. *   **Human-Robot Interaction:** Discuss the challenges and opportunities of human-robot interaction; including safety; usability; and social acceptance. *   **Applications of Advanced Robotics:** Provide examples of how advanced robotics is used in various industries; such as manufacturing; healthcare; and logistics. *   **Future Trends in Robotics:** Discuss the future trends in robotics; such as soft robotics; bio-inspired robotics; and swarm robotics.  Provide specific examples and case studies to illustrate your points. Your response should be comprehensive and informative; suitable for an audience with a technical background.,INFORMATIONAL,prompt_examples_dataset
Tell me about analytical methods.,Describe the following analytical methods in detail; including their purpose; common applications; strengths; and weaknesses. Provide examples where applicable:  1.  Regression Analysis 2.  Time Series Analysis 3.  Cluster Analysis 4.  Factor Analysis 5.  Cohort Analysis,COMPLETION,prompt_examples_dataset
Explain how aperture; shutter speed; and ISO affect a photograph.,Let's think step by step. First; explain the basic function of aperture in photography. Then; explain how changing the aperture affects the brightness and depth of field in a photograph. Next; explain the basic function of shutter speed in photography. Then; explain how changing the shutter speed affects the brightness and motion blur in a photograph. Finally; explain the basic function of ISO in photography. Then; explain how changing the ISO affects the brightness and noise level in a photograph. Conclude by summarizing how aperture; shutter speed; and ISO interact to determine the final look of a photograph.,CODE_EXPLANATION,prompt_examples_dataset
Tell me about evolution.,Explain the process of natural selection; including the concepts of variation; inheritance; and differential survival and reproduction. Then; provide an example of how natural selection has led to a specific adaptation in a species. Finally; discuss a common misconception about evolution and refute it using evolutionary principles. Use a chain of thought approach to clearly explain each step.,CONVERSATIONAL,prompt_examples_dataset
Tell me about the Roman Empire.,"You are a world history professor specializing in the Roman Empire. A student asks you: ""Explain the key factors that led to the decline of the Western Roman Empire; focusing on political instability; economic problems; and barbarian invasions. Provide specific examples for each factor.""",QUESTION_ANSWERING,prompt_examples_dataset
Describe the structure of the algebraic topology codebase.,You are an expert in software architecture and algebraic topology. Analyze the following codebase; which implements algorithms and data structures related to algebraic topology. Use code prompting to identify key modules; classes; and functions. Then; use chain of thought reasoning to explain how these components interact to achieve the overall goals of the library; including homology computation; cohomology computation; and homotopy group calculations. Provide a detailed architectural overview; including dependencies and control flow. Focus on the mathematical concepts implemented and how they are represented in code. Include example usages of the main functions. The codebase is located at [insert path to codebase here].,CODE_EXPLANATION,prompt_examples_dataset
Explain how this VR code works.,You are an expert in virtual reality development. Please analyze the following C# code snippet; which is part of a VR application built with Unity and the Oculus SDK. Explain the purpose of each section of the code; focusing on how it contributes to the user's VR experience. Specifically; address the following:  1.  How does the code handle user input (e.g.; button presses; joystick movements)? 2.  How does the code update the user's viewpoint based on head tracking data? 3.  How does the code interact with the Oculus SDK to render the scene for both eyes? 4.  How does the code handle any interactions with virtual objects in the scene?  ```csharp // Example VR Code Snippet using UnityEngine; using OculusSampleFramework;  public class VRInteraction : MonoBehaviour {     public GameObject interactableObject;     private bool isHoldingObject = false;      void Update()     {         // Check for user input to grab the object         if (OVRInput.GetDown(OVRInput.Button.PrimaryIndexTrigger))         {             if (!isHoldingObject && IsLookingAtObject())             {                 GrabObject();             }             else if (isHoldingObject)             {                 ReleaseObject();             }         }          // Update the position of the held object to follow the hand         if (isHoldingObject)         {             interactableObject.transform.position = OVRInput.GetLocalControllerPosition(OVRInput.Controller.RTouch) + transform.position;         }     }      bool IsLookingAtObject()     {         // Raycast to check if the user is looking at the interactable object         Ray ray = new Ray(transform.position; transform.forward);         RaycastHit hit;         if (Physics.Raycast(ray; out hit; 10))         {             if (hit.collider.gameObject == interactableObject)             {                 return true;             }         }         return false;     }      void GrabObject()     {         isHoldingObject = true;         interactableObject.GetComponent<Rigidbody>().isKinematic = true; // Disable physics     }      void ReleaseObject()     {         isHoldingObject = false;         interactableObject.GetComponent<Rigidbody>().isKinematic = false; // Enable physics     } } ```  Explain each step in detail; as if you were teaching another VR developer.,CODE_EXPLANATION,prompt_examples_dataset
What are some applications of chaos theory?,Explain the applications of chaos theory in detail. First; define chaos theory and its key characteristics. Then; for each application area (e.g.; meteorology; finance; biology; engineering); describe how chaos theory is applied; providing specific examples and explaining the insights gained from its application. Finally; discuss the limitations and challenges in applying chaos theory to real-world problems. Structure your response in a clear; step-by-step manner.,SUMMARIZATION,prompt_examples_dataset
Tell me about deep learning architectures.,You are an expert in deep learning. Explain the nuances of different deep learning architectures; including but not limited to Convolutional Neural Networks (CNNs); Recurrent Neural Networks (RNNs); Transformers; and Generative Adversarial Networks (GANs). For each architecture; discuss its strengths; weaknesses; typical applications; and any significant variations or recent advancements. Provide examples where one architecture might be preferred over another and explain why. Focus on the practical considerations and trade-offs involved in choosing a specific architecture for a given task.,CONVERSATIONAL,prompt_examples_dataset
Tell me about augmented reality.,Let's explore augmented reality (AR). First; define AR in your own words. Then; provide three distinct examples of how AR is currently used in different industries (e.g.; retail; healthcare; education). For each example; explain the specific benefits AR provides in that context. Finally; discuss one potential future application of AR that you find particularly exciting and explain why. Use a chain of thought approach to build your answer.,CONVERSATIONAL,prompt_examples_dataset
Tell me about ball games.,Imagine you are a sports analyst. Provide a balanced evaluation of ball games; discussing both their strengths (e.g.; promoting teamwork; physical activity; entertainment) and weaknesses (e.g.; risk of injury; potential for aggression; commercialization).,ANALYSIS_CRITIQUE,prompt_examples_dataset
What are some analytical methods and how do they compare to other methods?,I want to compare and contrast different analytical methods used in scientific research. Provide a detailed comparison of the following methods; including their strengths; weaknesses; and when each method is most appropriate:  Method 1: Spectrophotometry Method 2: Chromatography (specifically HPLC) Method 3: Mass Spectrometry  For each method; also describe at least one alternative analytical technique and explain why the listed method might be preferred in certain situations. Structure your answer in a table format for easy comparison.,COMPARISON,prompt_examples_dataset
Tell me about computational linguistics.,You are an expert in computational linguistics. Please provide a detailed overview of the field; including its history; key areas of research (such as natural language processing; speech recognition; and machine translation); prominent techniques (like statistical modeling; deep learning; and rule-based systems); and current challenges and future directions. Also; discuss the ethical considerations within the field; such as bias in language models and the impact on employment. Provide specific examples of successful applications of computational linguistics in various industries.,COMPLETION,prompt_examples_dataset
Tell me about smart grids.,You are an expert in electrical engineering and power systems. Provide a comprehensive overview of smart grid technology; including its key components (smart meters; sensors; communication networks; data analytics); benefits (improved efficiency; reliability; security; and integration of renewable energy sources); challenges (cybersecurity risks; data privacy concerns; high initial costs; regulatory hurdles); and future trends (integration of AI and machine learning; blockchain technology; advanced energy storage solutions). Structure your response in a clear and organized manner; using headings and subheadings to enhance readability. Include specific examples of smart grid implementations and their impact.,INFORMATIONAL,prompt_examples_dataset
Tell me about coloring techniques.,As an expert art teacher; explain three basic coloring techniques for beginners. Include blending; shading; and highlighting. For each technique; provide a brief definition and a simple example of how to apply it.,INFORMATIONAL,prompt_examples_dataset
Explain natural language processing.,Let's think step by step. First; what is the fundamental goal of natural language processing as a field? Then; what are the major subfields or categories of problems within NLP? Finally; give a brief overview of some common techniques used in each of those subfields.,INSTRUCTIONAL,prompt_examples_dataset
Tell me about RNA.,Explain RNA biology in extensive detail; covering the different types of RNA (mRNA; tRNA; rRNA; snRNA; miRNA; siRNA; lncRNA); their functions; the processes of transcription and RNA processing (splicing; capping; polyadenylation; editing); and the role of RNA in gene regulation and disease. Include specific examples of RNA molecules and their mechanisms of action. Provide a comprehensive overview suitable for a graduate-level biology student.,INFORMATIONAL,prompt_examples_dataset
Tell me about stress management.,Explain different stress management techniques; including mindfulness; exercise; and time management. For each technique; describe how it works; its benefits; and provide a practical example of how someone can implement it in their daily life. Focus on actionable advice and evidence-based strategies.,INFORMATIONAL,prompt_examples_dataset
Tell me about consumer behavior.,I need a summary of key aspects of consumer behavior; focusing on the psychological; social; and cultural factors that influence purchasing decisions. Provide examples for each factor. Here's an example of the format I'd like you to follow:  Psychological Factors: *   Motivation (Example: A consumer buys a luxury car to fulfill a need for status.) *   Perception (Example: A consumer chooses a product based on brand reputation.)  Social Factors: *   Reference Groups (Example: A teenager buys clothes to fit in with their friends.) *   Family (Example: A parent buys a specific brand of cereal because it's what they grew up with.)  Cultural Factors: *   Culture (Example: A consumer buys organic food due to a cultural emphasis on health and wellness.) *   Subculture (Example: A consumer buys specific music or clothing associated with a particular subculture.),DATA_EXTRACTION,prompt_examples_dataset
Tell me about the early universe.,As a leading expert in cosmology specializing in the inflationary epoch and the cosmic microwave background; explain the key events and processes that occurred in the early universe; specifically between the end of inflation and the formation of the first neutral atoms. Include a discussion of baryogenesis; the quark-gluon plasma; and the role of dark matter. Furthermore; elaborate on how observations of the CMB provide evidence for these early universe phenomena. Please provide citations to relevant research papers.,ROLE_PLAYING,prompt_examples_dataset
Explain how the advertising strategies code works.,First; let's break down the purpose of the advertising strategies code. Then; step-by-step; explain the logic behind each function or module; focusing on how it contributes to the overall advertising strategy. Finally; summarize how these components work together to achieve the desired advertising outcomes.,CODE_EXPLANATION,prompt_examples_dataset
How can I do quality control?,You are a quality control expert. Write Python code to perform quality control on a list of integers. The code should identify and flag any integer that falls outside of the range of 10 to 20 (inclusive). Provide a function called 'quality_check' that takes a list of integers as input and returns a list of booleans; where 'True' indicates the integer passed the quality check and 'False' indicates it failed. For example:  Input: [12; 15; 8; 22; 18] Output: [True; True; False; False; True],PROGRAMMING_CODE_GENERATION,prompt_examples_dataset
Tell me about recognizing letters.,You are an expert in optical character recognition. Explain how a computer system can be trained to recognize handwritten letters; including the steps involved in data preparation; feature extraction; and model training. Provide specific examples of algorithms used.,QUESTION_ANSWERING,prompt_examples_dataset
Tell me about climate change.,Explain climate change in moderate detail; covering the following aspects: causes (including greenhouse gases and human activities); effects (such as rising temperatures; sea-level rise; and extreme weather events); and potential solutions (including mitigation and adaptation strategies). Provide specific examples where possible and explain the scientific consensus on the topic.,INFORMATIONAL,prompt_examples_dataset
Tell me about letter recognition.,You are an expert in optical character recognition. Explain the challenges involved in letter recognition; including variations in font; handwriting styles; and image quality. Also; discuss common techniques used to overcome these challenges; such as feature extraction and machine learning algorithms.,CONVERSATIONAL,prompt_examples_dataset
Explain advanced cryptography in an interesting way.,Imagine you're a master spy tasked with protecting top-secret information. Your mission: explain advanced cryptography concepts like elliptic curve cryptography; zero-knowledge proofs; and homomorphic encryption to a group of rookie agents. Use analogies; real-world examples; and a touch of humor to make these complex topics engaging and easy to understand. Focus on why these techniques are crucial for modern security and privacy. Your explanation should cover the core principles of each concept; their practical applications; and potential future developments. Remember; the fate of the mission rests on their understanding!,STYLE_TONE_CHANGE,prompt_examples_dataset
How does this fitness algorithm work?,You are an expert fitness coach explaining a complex algorithm to a beginner. The algorithm determines a person's daily calorie target and workout plan based on their age; weight; height; activity level; and fitness goals. The algorithm then adjusts the plan weekly based on progress. Explain the algorithm's logic step-by-step; including how each input factor influences the output and how the weekly adjustments are made. Use CHAIN_OF_THOUGHT prompting to ensure your explanation is clear and easy to follow.,CODE_EXPLANATION,prompt_examples_dataset
Tell me about school supplies.,Summarize the essential school supplies needed for elementary school students; focusing on items required for writing; math; and art activities. Include a brief description of each item's purpose.,SUMMARIZATION,prompt_examples_dataset
Tell me about causal set theory.,Explain causal set theory; focusing on recent developments in the last 2-3 years. Include a discussion of any new approaches to addressing the problem of the continuum approximation and the challenges in recovering Lorentz invariance at macroscopic scales. Detail any recent work on relating causal set theory to other approaches to quantum gravity; such as loop quantum gravity or string theory. Finally; discuss any new results regarding the phenomenology of causal set theory; such as predictions for cosmological observations or particle physics experiments. Walk me through your reasoning step by step.,CONVERSATIONAL,prompt_examples_dataset
Tell me about quantum algorithms.,First; explain the fundamental principles of quantum computation; such as superposition and entanglement. Then; describe how these principles are leveraged in quantum algorithms to achieve speedups over classical algorithms. Finally; summarize the key quantum algorithms; including Shor's algorithm; Grover's algorithm; and quantum simulation; highlighting their applications and computational advantages. Use STEP_BACK_PROMPTING to first explain the basics of quantum computation before diving into the algorithms themselves.,SUMMARIZATION,prompt_examples_dataset
Tell me about genetic inheritance.,Explain the basic principles of genetic inheritance; including dominant and recessive genes; using examples. Also; describe how genetic mutations can lead to inherited diseases. Assume I have no prior knowledge of genetics.,QUESTION_ANSWERING,prompt_examples_dataset
What are some healthy habits?,You are an expert in health and wellness. Please provide a Python function that takes a person's age as input and returns a list of three healthy habits tailored to that age group. The habits should be specific and actionable. For example; for a 25-year-old; a good habit might be 'Engage in 30 minutes of moderate-intensity exercise 5 days a week.' Use comments to explain the logic behind choosing each habit. Adhere to PEP 8 style guidelines.,CODE_EXPLANATION,prompt_examples_dataset
How do I design a good user interface?,You are an experienced interface designer. A client needs advice on designing a user interface for a mobile application that helps users track their daily water intake. The app should be intuitive and encourage consistent use. Provide specific recommendations on layout; color scheme; and key interactive elements; explaining why each choice is important for user engagement and ease of use. Consider the principles of user-centered design and accessibility.,ROLE_PLAYING,prompt_examples_dataset
What are some network security threats?,You are a cybersecurity expert. Explain the top 3 most common network security threats; providing a detailed explanation of each threat; how it exploits vulnerabilities; and specific mitigation strategies that can be implemented to defend against it. Use the CHAIN_OF_THOUGHT approach to break down each threat into its components.,QUESTION_ANSWERING,prompt_examples_dataset
How do plants grow?,You are a botany expert. Explain the process of photosynthesis in plants; including the reactants; products; and the role of chlorophyll. Use a step-by-step explanation.,QUESTION_ANSWERING,prompt_examples_dataset
What is neuroethics?,First; what are the core ethical principles that apply to medical research and practice in general? Second; how do these principles specifically relate to neuroscience; considering the unique capabilities of neuroscience to affect cognition; emotion; and behavior? Third; what are some of the key ethical debates and challenges in neuroethics today; such as those related to neuroenhancement; brain-computer interfaces; and the use of neuroscience in legal contexts? Finally; what are some potential solutions or frameworks for addressing these challenges?,SUMMARIZATION,prompt_examples_dataset
How do I copy and paste?,You are a computer skills instructor. Explain to a beginner how to copy and paste text on a Windows computer using keyboard shortcuts. Provide step-by-step instructions.,QUESTION_ANSWERING,prompt_examples_dataset
Tell me about personal finance.,Explain the key principles of personal finance for someone who is just starting to manage their own money. Cover budgeting; saving; debt management; and investing; and provide actionable tips for each area. Focus on strategies suitable for young adults with limited income.,COMPLETION,prompt_examples_dataset
Translate these money concepts into Spanish: budget; savings; debt.,Here are some basic money concepts in English. Translate each concept into Spanish and provide a brief (one-sentence) definition in Spanish.  English: Budget Spanish: Presupuesto Definition: Un presupuesto es un plan financiero que detalla los ingresos y gastos durante un período específico.  English: Savings Spanish:,TRANSLATION,prompt_examples_dataset
Tell me about sales techniques.,"Here's an example of a sales conversation:  Customer: ""I'm not sure if this product is right for me."" Salesperson: ""I understand your hesitation. Many of our customers initially feel the same way. However; after trying it; they find that it solves [specific problem] and saves them [quantifiable benefit]; leading to [positive outcome]. Would you be open to trying it for a week to see if it works for you?""  Based on the example above; extract the key elements of effective sales techniques. Focus on identifying specific strategies used by the salesperson to address the customer's concerns and persuade them to try the product. Provide a breakdown of each technique and explain why it is effective in a sales context.",DATA_EXTRACTION,prompt_examples_dataset
Explain how a synthetic biology algorithm works.,Let's analyze a synthetic biology algorithm designed to optimize protein production in E. coli. First; provide a step-by-step breakdown of the algorithm's logic in pseudocode. Then; explain the biological principles underlying each step; including the relevant genetic elements (promoters; ribosome binding sites; terminators) and their impact on gene expression. Finally; discuss potential limitations of the algorithm and suggest improvements. Use CODE_PROMPTING to show the pseudocode.,CODE_EXPLANATION,prompt_examples_dataset
Explain the different parts of this AR code.,Let's break down this augmented reality implementation step by step using chain-of-thought prompting. First; identify the core modules typically found in an AR application (e.g.; scene understanding; rendering; tracking). Then; for each module; explain its purpose and how it contributes to the overall AR experience. Finally; describe how these modules interact with each other to create a cohesive AR system. Be specific about the role of each section of code in achieving these functions.,CODE_EXPLANATION,prompt_examples_dataset
Tell me about telling time.,Explain how to tell time using an analog clock. Include details about the hour and minute hands; and how to interpret their positions to determine the current time. Assume the reader has no prior knowledge.,INFORMATIONAL,prompt_examples_dataset
Tell me about the weather.,You are a meteorology expert. Explain how global weather patterns work; including the roles of solar radiation; atmospheric pressure; and ocean currents. Provide a concise overview suitable for someone with a basic understanding of science.,INFORMATIONAL,prompt_examples_dataset
Tell me about recycling.,Let's think step by step. First; what is the overall goal of recycling programs? Now; based on that goal; what are the most common materials that are typically recycled in a municipal recycling program? Finally; describe the basic process of how these materials are collected; processed; and reused.,SUMMARIZATION,prompt_examples_dataset
Tell me about personal finance.,Imagine you are a seasoned financial advisor with 20 years of experience helping individuals achieve financial freedom. A young professional; Sarah; recently graduated and landed her first job. She's eager to start managing her finances wisely but feels overwhelmed. Using a TREE_OF_THOUGHTS approach; break down the key areas Sarah should focus on; starting with the most fundamental. For each area; provide actionable steps and explain why they are important. Consider budgeting; saving; debt management; and investing. Structure your response as follows:  1.  **Budgeting:**     *   Why it's important:     *   Actionable steps:  2.  **Saving:**     *   Why it's important:     *   Actionable steps:  3.  **Debt Management:**     *   Why it's important:     *   Actionable steps:  4.  **Investing:**     *   Why it's important:     *   Actionable steps:,CREATIVE_WRITING,prompt_examples_dataset
Tell me about multiverse theories.,You are a world-renowned physicist specializing in multiverse theories. Explain the major multiverse theories; including the Many-Worlds Interpretation; the Multiverse of Eternal Inflation; and the Mathematical Universe Hypothesis. For each theory; describe its core concepts; supporting evidence (if any); major criticisms; and implications for our understanding of reality. Provide examples to illustrate complex ideas. Your explanation should be comprehensive and accessible to someone with a basic understanding of physics.,ROLE_PLAYING,prompt_examples_dataset
How can I improve the user experience of my website?,I want to improve the user experience of my e-commerce website. The website currently has a high bounce rate on the product pages and a low conversion rate in the checkout process. Think step by step. First; identify three potential reasons for the high bounce rate on product pages. Second; for each reason; suggest one specific; actionable change to the product page design or content. Third; identify two potential reasons for the low conversion rate in the checkout process. Fourth; for each reason; suggest one specific; actionable change to the checkout process design or flow. Finally; summarize the five suggested changes in a concise list.,PROGRAMMING_CODE_GENERATION,prompt_examples_dataset
What is loop quantum gravity?,You are an expert physicist specializing in loop quantum gravity. Explain loop quantum gravity; including its key principles; how it differs from string theory; its successes; and its current challenges. Provide a detailed explanation suitable for someone with a background in physics but unfamiliar with this specific area.,QUESTION_ANSWERING,prompt_examples_dataset
Explain the code for breakfast foods.,"You are an expert software engineer. You are reviewing code written by a junior engineer. The code is for a program that recommends breakfast foods based on user input. The code is as follows:  ```python def recommend_breakfast(preference):     if preference == ""sweet"":         return [""pancakes""; ""waffles""; ""french toast""]     elif preference == ""savory"":         return [""eggs""; ""bacon""; ""sausage""]     else:         return [""oatmeal""; ""yogurt""; ""fruit""] ```  First; in a single sentence; explain the overall purpose of the code. Second; list the inputs to the function. Third; list the possible outputs of the function. Fourth; explain what would happen if the input is 'spicy'.",CODE_EXPLANATION,prompt_examples_dataset
What are cognitive architectures?,First; step back and consider the fundamental goals of creating a cognitive architecture. Then; explain what cognitive architectures are; including their key components; common types (e.g.; symbolic; connectionist; hybrid); and prominent examples like ACT-R and Soar. Finally; discuss the applications and limitations of cognitive architectures in understanding and modeling human cognition.,INSTRUCTIONAL,prompt_examples_dataset
Translate these science experiments into Spanish: 1. Baking soda and vinegar volcano. 2. Growing crystals with borax.,Translate the following simple science experiments into Spanish. Provide a direct translation; focusing on accuracy and clarity. Here's an example:  English: Making a lemon battery. Spanish: Hacer una batería de limón.  Now; translate these: 1. Baking soda and vinegar volcano. 2. Growing crystals with borax.,TRANSLATION,prompt_examples_dataset
Explain advanced game theory.,First; explain the basic concepts of game theory; including Nash equilibrium; dominant strategies; and the prisoner's dilemma. Then; build upon this foundation to explain advanced topics such as Bayesian games; mechanism design; evolutionary game theory; and cooperative game theory. For each advanced topic; provide a definition; key concepts; and real-world examples. Use CONTEXTUAL_PROMPTING to relate these advanced concepts back to the foundational principles of game theory.,SUMMARIZATION,prompt_examples_dataset
